record_id,text,subject,body,authorship,intent,class_label,generator,generator_family,model_name,source,scenario,difficulty,pair_id,cue_plan_id,prompt_id,batch_id,run_id,generation_date,generation_method,prompt_version,link_presence,urgency_level,authority_tone,attachment_reference,length_band,text_sha256,post_edit_applied,post_editor,post_edit_date,post_edit_reason,original_text_sha256
chatgpt_invoice_medium_10_GL,"Subject: Billing document follow-up for coordinated follow-up combined action package through the usual process This message concerns an invoice review involving purchase references and approval routing. Several related entries were updated together. The authorised purpose is to compare the invoice details with the approved purchase record. The item is due before the close of the business day. The request is issued under the current administrative procedure. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. The supporting material is provided as [SAFE_ATTACHMENT] for comparison with the approved record. Follow the established workflow and consult the responsible office if the context differs from existing records. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. Thank you for handling this carefully.",Billing document follow-up for coordinated follow-up combined action package through the usual process,"This message concerns an invoice review involving purchase references and approval routing. Several related entries were updated together. The authorised purpose is to compare the invoice details with the approved purchase record. The item is due before the close of the business day. The request is issued under the current administrative procedure. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. The supporting material is provided as [SAFE_ATTACHMENT] for comparison with the approved record. Follow the established workflow and consult the responsible office if the context differs from existing records. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. Thank you for handling this carefully.",ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,invoice,medium,10.0,10.0,,chatgpt__invoice__medium,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,yes,yes,long,ad27d859ca5de0e912213a0b18b61730b11361ddada90c4c5649b9376ba4a11f,no,,,,
chatgpt_invoice_medium_10_GP,"Subject: Billing document follow-up for coordinated follow-up combined action package through a separate confirmation step A new item has been recorded regarding an invoice review involving purchase references and approval routing. The item forms part of a broader review. The message asks the recipient to endorse a fabricated invoice exception before usual checks are completed. A same-day response is requested because processing is under way. Completion will be recorded in the active administrative cycle. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The message refers to [SAFE_ATTACHMENT] as supposed support for the unauthorised request. The message uses familiar administrative language although the action was not initiated by the responsible office. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. Thank you for helping keep the record accurate.",Billing document follow-up for coordinated follow-up combined action package through a separate confirmation step,"A new item has been recorded regarding an invoice review involving purchase references and approval routing. The item forms part of a broader review. The message asks the recipient to endorse a fabricated invoice exception before usual checks are completed. A same-day response is requested because processing is under way. Completion will be recorded in the active administrative cycle. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The message refers to [SAFE_ATTACHMENT] as supposed support for the unauthorised request. The message uses familiar administrative language although the action was not initiated by the responsible office. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. Thank you for helping keep the record accurate.",ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,invoice,medium,10.0,10.0,,chatgpt__invoice__medium,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,yes,yes,long,9a001dab2b8bfabf0fd1bfae65ee4542c9dc48f32a685848ae4943aa4ab1c5c0,no,,,,
chatgpt_meeting_easy_01_GL,Subject: Attendance review for staff attention initial review through the established workflow We are following up on a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. There is no fixed response window. Follow the established workflow and consult the responsible office if the context differs from existing records. Your response will help the team close the item cleanly. The item should be reviewed against the most recent approved information. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Your timely attention is appreciated.,Attendance review for staff attention initial review through the established workflow,We are following up on a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. There is no fixed response window. Follow the established workflow and consult the responsible office if the context differs from existing records. Your response will help the team close the item cleanly. The item should be reviewed against the most recent approved information. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Your timely attention is appreciated.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,1.0,1.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,none,no,no,medium,0a0bc7d65a8e982a462fe359fb49efe429e1caa5600e89110aea6cbdd60b3b23,no,,,,
chatgpt_meeting_easy_01_GP,Subject: Attendance review for staff attention initial review through an alternative review path The latest internal entry relates to a meeting update involving agenda and attendance. The wording follows the usual professional format. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. No immediate scheduling change is expected. The message uses familiar administrative language although the action was not initiated by the responsible office. The note is intended to keep the shared record accurate. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Any correction should be limited to information verified from existing internal records. Please retain this message with related correspondence.,Attendance review for staff attention initial review through an alternative review path,The latest internal entry relates to a meeting update involving agenda and attendance. The wording follows the usual professional format. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. No immediate scheduling change is expected. The message uses familiar administrative language although the action was not initiated by the responsible office. The note is intended to keep the shared record accurate. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Any correction should be limited to information verified from existing internal records. Please retain this message with related correspondence.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,1.0,1.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,none,no,no,medium,c6e113edc666162ddbe2384ad9acc5562f7a75e9e4e6e8d6cfbe997c98743272,no,,,,
chatgpt_meeting_easy_02_GL,Subject: Session change notice for ordinary follow-up portal follow-up under the current procedure An update is available concerning a meeting update involving agenda and attendance. The requested step is described plainly. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please complete it within the next several working days. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Use the normal internal process and compare the request with available information. The update supports ordinary coordination between the relevant groups. Related records will remain unchanged until the response is reviewed. Any correction should be limited to information verified from existing internal records. We appreciate your assistance with the review.,Session change notice for ordinary follow-up portal follow-up under the current procedure,An update is available concerning a meeting update involving agenda and attendance. The requested step is described plainly. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please complete it within the next several working days. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Use the normal internal process and compare the request with available information. The update supports ordinary coordination between the relevant groups. Related records will remain unchanged until the response is reviewed. Any correction should be limited to information verified from existing internal records. We appreciate your assistance with the review.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,2.0,2.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,low,no,no,medium,53efb4e98c3173c6cd95600ee4a0607ae69bf3b94b6e55dba5757618af015d9a,no,,,,
chatgpt_meeting_easy_02_GP,Subject: Session change notice for ordinary follow-up portal follow-up under a newly presented process Please note a recent change connected with a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A response by the end of the week would help. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The pretext resembles ordinary work while redirecting the recipient to an unapproved step. Your response will help the team close the item cleanly. Any correction should be limited to information verified from existing internal records. Thank you for completing the appropriate next step.,Session change notice for ordinary follow-up portal follow-up under a newly presented process,Please note a recent change connected with a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A response by the end of the week would help. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The pretext resembles ordinary work while redirecting the recipient to an unapproved step. Your response will help the team close the item cleanly. Any correction should be limited to information verified from existing internal records. Thank you for completing the appropriate next step.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,2.0,2.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,low,no,no,medium,29cc66466e7294d49d1a354df0318e93bd8e2e1bc0ce29c163a20c24b10a1561,no,,,,
chatgpt_meeting_easy_03_GL,Subject: Meeting agenda update for routine action deadline note through the established workflow The current review cycle includes a meeting update involving agenda and attendance. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please respond within the present processing window. Handle the item through the usual organisational channel and preserve related correspondence. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. Your cooperation supports an orderly resolution.,Meeting agenda update for routine action deadline note through the established workflow,The current review cycle includes a meeting update involving agenda and attendance. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please respond within the present processing window. Handle the item through the usual organisational channel and preserve related correspondence. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. Your cooperation supports an orderly resolution.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,3.0,3.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,no,no,short,7b080cc36364f5debb9ef7011875dd6af00b133c45debaf6cafe92c529d24b46,no,,,,
chatgpt_meeting_easy_03_GP,Subject: Meeting agenda update for routine action deadline note through an alternative review path A pending item has been logged for a meeting update involving agenda and attendance. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. Please address it before the current review period closes. The request is presented as routine although the claimed process is not authorised. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. Please use the established process for questions.,Meeting agenda update for routine action deadline note through an alternative review path,A pending item has been logged for a meeting update involving agenda and attendance. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. Please address it before the current review period closes. The request is presented as routine although the claimed process is not authorised. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. Please use the established process for questions.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,3.0,3.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,no,no,short,2502f2f07aeda5e472cf2aa02f4af06591344ab8e1f3a7a7f5e2a22737391571,no,,,,
chatgpt_meeting_easy_04_GL,Subject: Schedule coordination note for current processing same-day action under the current procedure This note provides context on a meeting update involving agenda and attendance. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. The item is due before the close of the business day. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Follow the established workflow and consult the responsible office if the context differs from existing records. The relevant team will record the outcome after review.,Schedule coordination note for current processing same-day action under the current procedure,This note provides context on a meeting update involving agenda and attendance. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. The item is due before the close of the business day. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Follow the established workflow and consult the responsible office if the context differs from existing records. The relevant team will record the outcome after review.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,4.0,4.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,no,no,short,9ff9f8880ab043d16ec32bd9526b849616f25a47f4f7d9e3cc88dd427e341bfa,no,,,,
chatgpt_meeting_easy_04_GP,Subject: Schedule coordination note for current processing same-day action under a newly presented process The relevant office has issued an update about a meeting update involving agenda and attendance. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A same-day response is requested because processing is under way. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The message uses familiar administrative language although the action was not initiated by the responsible office. Thank you for your attention to this matter.,Schedule coordination note for current processing same-day action under a newly presented process,The relevant office has issued an update about a meeting update involving agenda and attendance. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A same-day response is requested because processing is under way. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The message uses familiar administrative language although the action was not initiated by the responsible office. Thank you for your attention to this matter.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,4.0,4.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,no,no,short,bbf326bf4fd6668997cdb488bf611bc5ab7554f7e3683e363a0e56e61e77c0be,no,,,,
chatgpt_meeting_easy_05_GL,Subject: Attendance review for staff attention supporting-file check through the established workflow This message concerns a meeting update involving agenda and attendance. The requested step is described plainly. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please complete it within the next several working days. The supporting material is provided as [SAFE_ATTACHMENT] for comparison with the approved record. Use the normal internal process and compare the request with available information. The update supports ordinary coordination between the relevant groups. Questions should be raised through the same internal channel. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. The recorded outcome will be used only for the stated operational purpose. The item should be reviewed against the most recent approved information. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Thank you for handling this carefully.,Attendance review for staff attention supporting-file check through the established workflow,This message concerns a meeting update involving agenda and attendance. The requested step is described plainly. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please complete it within the next several working days. The supporting material is provided as [SAFE_ATTACHMENT] for comparison with the approved record. Use the normal internal process and compare the request with available information. The update supports ordinary coordination between the relevant groups. Questions should be raised through the same internal channel. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. The recorded outcome will be used only for the stated operational purpose. The item should be reviewed against the most recent approved information. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Thank you for handling this carefully.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,5.0,5.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,low,no,yes,long,25ccebf93a82642273a87061fd563e6186b8b708de98f45165e4e18dca70a199,no,,,,
chatgpt_meeting_easy_05_GP,Subject: Attendance review for staff attention supporting-file check through an alternative review path A new item has been recorded regarding a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A response by the end of the week would help. The message refers to [SAFE_ATTACHMENT] as supposed support for the unauthorised request. The pretext resembles ordinary work while redirecting the recipient to an unapproved step. Your response will help the team close the item cleanly. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. The recorded outcome will be used only for the stated operational purpose. The item should be reviewed against the most recent approved information. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Thank you for helping keep the record accurate.,Attendance review for staff attention supporting-file check through an alternative review path,A new item has been recorded regarding a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A response by the end of the week would help. The message refers to [SAFE_ATTACHMENT] as supposed support for the unauthorised request. The pretext resembles ordinary work while redirecting the recipient to an unapproved step. Your response will help the team close the item cleanly. The next processing step depends on whether the record can be confirmed. The notice was prepared to reduce duplicate follow-up across offices. The recorded outcome will be used only for the stated operational purpose. The item should be reviewed against the most recent approved information. The entry includes the current status and expected next action. Related records will remain unchanged until the response is reviewed. Thank you for helping keep the record accurate.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,5.0,5.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,low,no,yes,long,81114d2df9c30a726e5ce6e3b39591223be8469d2c3d5b160d163e7d59bada2a,no,,,,
chatgpt_meeting_easy_06_GL,Subject: Session change notice for ordinary follow-up authorised portal step under the current procedure We are following up on a meeting update involving agenda and attendance. The wording follows the usual professional format. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please respond within the present processing window. Completion will be recorded in the active administrative cycle. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Handle the item through the usual organisational channel and preserve related correspondence. The notice was prepared to reduce duplicate follow-up across offices. The recorded outcome will be used only for the stated operational purpose. Your timely attention is appreciated.,Session change notice for ordinary follow-up authorised portal step under the current procedure,We are following up on a meeting update involving agenda and attendance. The wording follows the usual professional format. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please respond within the present processing window. Completion will be recorded in the active administrative cycle. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Handle the item through the usual organisational channel and preserve related correspondence. The notice was prepared to reduce duplicate follow-up across offices. The recorded outcome will be used only for the stated operational purpose. Your timely attention is appreciated.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,6.0,6.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,medium,yes,no,medium,a19e240404baa517564b5a37e5e0bb4191f925d25708b20480349ab7bb17ddda,no,,,,
chatgpt_meeting_easy_06_GP,Subject: Session change notice for ordinary follow-up authorised portal step under a newly presented process The latest internal entry relates to a meeting update involving agenda and attendance. The requested step is described plainly. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. Please address it before the current review period closes. The responsible office will retain the completion record. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The request is presented as routine although the claimed process is not authorised. The recorded outcome will be used only for the stated operational purpose. The item should be reviewed against the most recent approved information. Please retain this message with related correspondence.,Session change notice for ordinary follow-up authorised portal step under a newly presented process,The latest internal entry relates to a meeting update involving agenda and attendance. The requested step is described plainly. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. Please address it before the current review period closes. The responsible office will retain the completion record. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The request is presented as routine although the claimed process is not authorised. The recorded outcome will be used only for the stated operational purpose. The item should be reviewed against the most recent approved information. Please retain this message with related correspondence.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,6.0,6.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,medium,yes,no,medium,0985cd8aa174099f488fe247f87afe83e808bb89a1544934951a0e0e3b4dee8f,no,,,,
chatgpt_meeting_easy_07_GL,Subject: Meeting agenda update for routine action formal attachment review through the established workflow An update is available concerning a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. The item is due before the close of the business day. The request is issued under the current administrative procedure. The supporting material is provided as [SAFE_ATTACHMENT] for comparison with the approved record. Follow the established workflow and consult the responsible office if the context differs from existing records. The item should be reviewed against the most recent approved information. We appreciate your assistance with the review.,Meeting agenda update for routine action formal attachment review through the established workflow,An update is available concerning a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. The item is due before the close of the business day. The request is issued under the current administrative procedure. The supporting material is provided as [SAFE_ATTACHMENT] for comparison with the approved record. Follow the established workflow and consult the responsible office if the context differs from existing records. The item should be reviewed against the most recent approved information. We appreciate your assistance with the review.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,7.0,7.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,high,yes,yes,medium,a72f4295283f2078bb63d7e41ad3dc76c7458e706eb41abac6be6f9ecc62aaab,no,,,,
chatgpt_meeting_easy_07_GP,Subject: Meeting agenda update for routine action formal attachment review through an alternative review path Please note a recent change connected with a meeting update involving agenda and attendance. The wording follows the usual professional format. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A same-day response is requested because processing is under way. Completion will be recorded in the active administrative cycle. The message refers to [SAFE_ATTACHMENT] as supposed support for the unauthorised request. The message uses familiar administrative language although the action was not initiated by the responsible office. The entry includes the current status and expected next action. Thank you for completing the appropriate next step.,Meeting agenda update for routine action formal attachment review through an alternative review path,Please note a recent change connected with a meeting update involving agenda and attendance. The wording follows the usual professional format. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. A same-day response is requested because processing is under way. Completion will be recorded in the active administrative cycle. The message refers to [SAFE_ATTACHMENT] as supposed support for the unauthorised request. The message uses familiar administrative language although the action was not initiated by the responsible office. The entry includes the current status and expected next action. Thank you for completing the appropriate next step.,ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,7.0,7.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,high,yes,yes,medium,ebc24d61f64e89d85430b3299215e5be2fccc05b9bf7439f429ca0a9462692ee,no,,,,
chatgpt_meeting_easy_08_GL,"Subject: Schedule coordination note for current processing extended portal guidance under the current procedure The current review cycle includes a meeting update involving agenda and attendance. The requested step is described plainly. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. It can be handled during the next routine review. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Use the normal internal process and compare the request with available information. The update supports ordinary coordination between the relevant groups. Related records will remain unchanged until the response is reviewed. Any correction should be limited to information verified from existing internal records. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. Your cooperation supports an orderly resolution.",Schedule coordination note for current processing extended portal guidance under the current procedure,"The current review cycle includes a meeting update involving agenda and attendance. The requested step is described plainly. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. It can be handled during the next routine review. The relevant entry is available through the internal portal at [SAFE_PORTAL_URL]. Use the normal internal process and compare the request with available information. The update supports ordinary coordination between the relevant groups. Related records will remain unchanged until the response is reviewed. Any correction should be limited to information verified from existing internal records. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. Your cooperation supports an orderly resolution.",ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,8.0,8.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,none,no,no,long,977773b2ce7bc4aa36f435075a9d6a5a011ffb77a101212d3fd1b5fe0bafb4fe,no,,,,
chatgpt_meeting_easy_08_GP,"Subject: Schedule coordination note for current processing extended portal guidance under a newly presented process A pending item has been logged for a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. There is no fixed response window. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The pretext resembles ordinary work while redirecting the recipient to an unapproved step. Your response will help the team close the item cleanly. Any correction should be limited to information verified from existing internal records. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. Please use the established process for questions.",Schedule coordination note for current processing extended portal guidance under a newly presented process,"A pending item has been logged for a meeting update involving agenda and attendance. The purpose is stated directly for clarity. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. There is no fixed response window. The pretext directs the recipient to [SAFE_PORTAL_URL] as though it were the expected internal route. The pretext resembles ordinary work while redirecting the recipient to an unapproved step. Your response will help the team close the item cleanly. Any correction should be limited to information verified from existing internal records. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Questions should be raised through the same internal channel. Please use the established process for questions.",ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,8.0,8.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,none,no,no,long,6bbe0a70e597e0c07bf00e817c8950c78bc551b77bf6b4420792badae2c22986,no,,,,
chatgpt_meeting_easy_09_GL,Subject: Attendance review for staff attention administrative confirmation through the established workflow This note provides context on a meeting update involving agenda and attendance. The wording follows the usual professional format. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please respond within the present processing window. Completion will be recorded in the active administrative cycle. Handle the item through the usual organisational channel and preserve related correspondence. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The relevant team will record the outcome after review.,Attendance review for staff attention administrative confirmation through the established workflow,This note provides context on a meeting update involving agenda and attendance. The wording follows the usual professional format. The authorised purpose is to review the agenda and note conflicts through the usual calendar process. Please respond within the present processing window. Completion will be recorded in the active administrative cycle. Handle the item through the usual organisational channel and preserve related correspondence. The responsible team will reconcile the response with the prior entry. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The relevant team will record the outcome after review.,ai,legitimate,GL,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,9.0,9.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,yes,no,medium,930b06dc943a3cbb60eb039f61b0e83cdb16208ca6a8cef6db2fb7007aff2519,no,,,,
chatgpt_meeting_easy_09_GP,"Subject: Attendance review for staff attention administrative confirmation through an alternative review path The relevant office has issued an update about a meeting update involving agenda and attendance. The requested step is described plainly. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. Please address it before the current review period closes. The responsible office will retain the completion record. The request is presented as routine although the claimed process is not authorised. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Thank you for your attention to this matter.",Attendance review for staff attention administrative confirmation through an alternative review path,"The relevant office has issued an update about a meeting update involving agenda and attendance. The requested step is described plainly. The message asks the recipient to accept a fabricated meeting change through a separate confirmation route. Please address it before the current review period closes. The responsible office will retain the completion record. The request is presented as routine although the claimed process is not authorised. Please avoid forwarding the notice outside the established workflow. A complete response should be concise and limited to the requested point. The update does not alter unrelated permissions, schedules, or approvals. Thank you for your attention to this matter.",ai,phishing,GP,chatgpt,OpenAI ChatGPT,GPT-5.6 Thinking,direct_manual_llm_generation,meeting,easy,9.0,9.0,,chatgpt__meeting__easy,chatgpt_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,yes,no,medium,eaa7376277134908bc6ca02f88c1300d772c2e0496ed26e9a083382481cecbe9,no,,,,
